FirstName;LastName;Team;Webpage;Img;Number;Position;Shoots;Height;Weight;Birthdate;Hometown
Trevor;Moore;Kings;https://www.nhl.com/player/trevor-moore-8479675;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479675.jpg;12;C;L;"5'10""";185;03/31/95;Thousand Oaks, CA, USA
Nikolai;Prokhorkin;Kings;https://www.nhl.com/player/nikolai-prokhorkin-8476947;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476947.jpg;74;LW;L;"6'3""";190;09/17/93;Chelyabinsk, RUS
Gabriel;Vilardi;Kings;https://www.nhl.com/player/gabriel-vilardi-8480014;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480014.jpg;42;C;R;"6'3""";201;08/16/99;Kingston, ON, CAN
Austin;Wagner;Kings;https://www.nhl.com/player/austin-wagner-8478455;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478455.jpg;51;LW;L;"6'1""";185;06/23/97;Calgary, AB, CAN
Mikey;Anderson;Kings;https://www.nhl.com/player/mikey-anderson-8479998;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479998.jpg;44;D;L;"6'0""";197;05/25/99;Fridley, MN, USA
Drew;Doughty;Kings;https://www.nhl.com/player/drew-doughty-8474563;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474563.jpg;8;D;R;"6'1""";202;12/08/89;London, ON, CAN
Ben;Hutton;Kings;https://www.nhl.com/player/ben-hutton-8477018;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477018.jpg;15;D;L;"6'2""";206;04/20/93;Brockville, ON, CAN
Olli;Maatta;Kings;https://www.nhl.com/player/olli-maatta-8476874;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476874.jpg;6;D;L;"6'2""";206;08/22/94;Jyväskylä, FIN
Kurtis;MacDermid;Kings;https://www.nhl.com/player/kurtis-macdermid-8477073;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477073.jpg;56;D;L;"6'5""";233;03/25/94;Sauble Beach, ON, CAN
Matt;Roy;Kings;https://www.nhl.com/player/matt-roy-8478911;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478911.jpg;3;D;R;"6'1""";200;03/01/95;Detroit, MI, USA
Joakim;Ryan;Kings;https://www.nhl.com/player/joakim-ryan-8477046;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477046.jpg;6;D;L;"5'11""";185;06/17/93;Rumson, NJ, USA
Sean;Walker;Kings;https://www.nhl.com/player/sean-walker-8480336;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480336.jpg;26;D;R;"5'11""";196;11/13/94;Keswick, ON, CAN
Calvin;Petersen;Kings;https://www.nhl.com/player/calvin-petersen-8477361;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477361.jpg;40;G;--;"6'1""";185;10/19/94;Waterloo, IA, USA
Jonathan;Quick;Kings;https://www.nhl.com/player/jonathan-quick-8471734;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471734.jpg;32;G;--;"6'1""";216;01/21/86;Milford, CT, USA
Anthony;Cirelli;Lightning;https://www.nhl.com/player/anthony-cirelli-8478519;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478519.jpg;71;C;L;"6'0""";193;07/15/97;Etobicoke, ON, CAN
Blake;Coleman;Lightning;https://www.nhl.com/player/blake-coleman-8476399;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476399.jpg;20;C;L;"5'11""";200;11/28/91;Plano, TX, USA
Barclay;Goodrow;Lightning;https://www.nhl.com/player/barclay-goodrow-8476624;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476624.jpg;19;C;L;"6'2""";215;02/26/93;Toronto, ON, CAN
Yanni;Gourde;Lightning;https://www.nhl.com/player/yanni-gourde-8476826;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476826.jpg;37;C;L;"5'9""";175;12/15/91;Saint-Narcisse, QC, CAN
Tyler;Johnson;Lightning;https://www.nhl.com/player/tyler-johnson-8474870;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474870.jpg;9;C;R;"5'8""";180;07/29/90;Spokane, WA, USA
Mathieu;Joseph;Lightning;https://www.nhl.com/player/mathieu-joseph-8478472;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478472.jpg;7;RW;L;"6'1""";190;02/09/97;Laval, QC, CAN
Alex;Killorn;Lightning;https://www.nhl.com/player/alex-killorn-8473986;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473986.jpg;17;LW;L;"6'1""";198;09/14/89;Halifax, NS, CAN
Nikita;Kucherov;Lightning;https://www.nhl.com/player/nikita-kucherov-8476453;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476453.jpg;86;RW;L;"5'11""";183;06/17/93;Maykop, RUS
Pat;Maroon;Lightning;https://www.nhl.com/player/pat-maroon-8474034;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474034.jpg;14;LW;L;"6'3""";236;04/23/88;St. Louis, MO, USA
Ondrej;Palat;Lightning;https://www.nhl.com/player/ondrej-palat-8476292;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476292.jpg;18;LW;L;"6'0""";194;03/28/91;Frydek-Mistek, CZE
Cedric;Paquette;Lightning;https://www.nhl.com/player/cedric-paquette-8476975;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476975.jpg;13;C;L;"6'0""";204;08/13/93;Gaspe, QC, CAN
Brayden;Point;Lightning;https://www.nhl.com/player/brayden-point-8478010;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478010.jpg;21;C;R;"5'10""";166;03/13/96;Calgary, AB, CAN
Steven;Stamkos;Lightning;https://www.nhl.com/player/steven-stamkos-8474564;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474564.jpg;91;C;R;"6'1""";194;02/07/90;Markham, ON, CAN
Mitchell;Stephens;Lightning;https://www.nhl.com/player/mitchell-stephens-8478477;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478477.jpg;67;C;R;"5'11""";193;02/05/97;Peterborough, ON, CAN
Carter;Verhaeghe;Lightning;https://www.nhl.com/player/carter-verhaeghe-8477409;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477409.jpg;23;C;L;"6'2""";180;08/14/95;Toronto, ON, CAN
Zach;Bogosian;Lightning;https://www.nhl.com/player/zach-bogosian-8474567;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474567.jpg;24;D;R;"6'2""";200;07/15/90;MASSENA, NY, USA
Erik;Cernak;Lightning;https://www.nhl.com/player/erik-cernak-8478416;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478416.jpg;81;D;R;"6'3""";230;05/28/97;Kosice, SVK
Braydon;Coburn;Lightning;https://www.nhl.com/player/braydon-coburn-8470601;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470601.jpg;55;D;L;"6'5""";224;02/27/85;Shaunavon, SK, CAN
Victor;Hedman;Lightning;https://www.nhl.com/player/victor-hedman-8475167;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475167.jpg;77;D;L;"6'6""";229;12/18/90;Ornskoldsvik, SWE
Ryan;McDonagh;Lightning;https://www.nhl.com/player/ryan-mcdonagh-8474151;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474151.jpg;27;D;L;"6'1""";214;06/13/89;St. Paul, MN, USA
Jan;Rutta;Lightning;https://www.nhl.com/player/jan-rutta-8480172;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480172.jpg;44;D;R;"6'3""";204;07/29/90;Pisek, CZE
Luke;Schenn;Lightning;https://www.nhl.com/player/luke-schenn-8474568;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474568.jpg;2;D;R;"6'2""";224;11/02/89;Saskatoon, SK, CAN
Mikhail;Sergachev;Lightning;https://www.nhl.com/player/mikhail-sergachev-8479410;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479410.jpg;98;D;L;"6'3""";216;06/25/98;Nizhnekamsk, RUS
Kevin;Shattenkirk;Lightning;https://www.nhl.com/player/kevin-shattenkirk-8474031;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474031.jpg;22;D;R;"6'0""";203;01/29/89;New Rochelle, NY, USA
Curtis;McElhinney;Lightning;https://www.nhl.com/player/curtis-mcelhinney-8470147;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470147.jpg;35;G;--;"6'1""";204;05/23/83;London, ON, CAN
Andrei;Vasilevskiy;Lightning;https://www.nhl.com/player/andrei-vasilevskiy-8476883;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476883.jpg;88;G;--;"6'3""";216;07/25/94;Tyumen, RUS
Scott;Wedgewood;Lightning;https://www.nhl.com/player/scott-wedgewood-8475809;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475809.jpg;29;G;--;"6'2""";207;08/14/92;Brampton, ON, CAN
Kyle;Clifford;Maple Leafs;https://www.nhl.com/player/kyle-clifford-8475160;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475160.jpg;73;LW;L;"6'2""";211;01/13/91;Ayr, ON, CAN
Pierre;Engvall;Maple Leafs;https://www.nhl.com/player/pierre-engvall-8478115;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478115.jpg;47;LW;L;"6'5""";214;05/31/96;Ljungby, SWE
Frederik;Gauthier;Maple Leafs;https://www.nhl.com/player/frederik-gauthier-8477512;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477512.jpg;33;C;L;"6'5""";239;04/26/95;Laval, QC, CAN
Zach;Hyman;Maple Leafs;https://www.nhl.com/player/zach-hyman-8475786;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475786.jpg;11;LW;R;"6'1""";211;06/09/92;Toronto, ON, CAN
Andreas;Johnsson;Maple Leafs;https://www.nhl.com/player/andreas-johnsson-8477341;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477341.jpg;18;LW;L;"5'10""";194;11/21/94;Gävle, SWE
Alexander;Kerfoot;Maple Leafs;https://www.nhl.com/player/alexander-kerfoot-8477021;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477021.jpg;15;C;L;"5'10""";185;08/11/94;Vancouver, BC, CAN
Denis;Malgin;Maple Leafs;https://www.nhl.com/player/denis-malgin-8478843;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478843.jpg;62;C;R;"5'9""";177;01/18/97;Olten, CHE
Mitchell;Marner;Maple Leafs;https://www.nhl.com/player/mitchell-marner-8478483;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478483.jpg;16;RW;R;"6'0""";175;05/05/97;Markham, ON, CAN
Auston;Matthews;Maple Leafs;https://www.nhl.com/player/auston-matthews-8479318;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479318.jpg;34;C;L;"6'3""";220;09/17/97;San Ramon, CA, USA
Ilya;Mikheyev;Maple Leafs;https://www.nhl.com/player/ilya-mikheyev-8481624;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481624.jpg;65;RW;L;"6'3""";195;10/10/94;Omsk, RUS
William;Nylander;Maple Leafs;https://www.nhl.com/player/william-nylander-8477939;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477939.jpg;88;RW;R;"6'0""";196;05/01/96;Calgary, AB, CAN
Nic;Petan;Maple Leafs;https://www.nhl.com/player/nic-petan-8477464;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477464.jpg;61;C;L;"5'9""";175;03/22/95;Delta, BC, CAN
Nicholas;Robertson;Maple Leafs;https://www.nhl.com/player/nicholas-robertson-8481582;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481582.jpg;89;LW;L;"5'9""";164;09/11/01;Pasadena, CA, USA
Evan;Rodrigues;Maple Leafs;https://www.nhl.com/player/evan-rodrigues-8478542;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478542.jpg;9;C;R;"5'11""";184;07/28/93;Toronto, ON, CAN
Jason;Spezza;Maple Leafs;https://www.nhl.com/player/jason-spezza-8469455;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8469455.jpg;19;C;R;"6'3""";216;06/13/83;Toronto, ON, CAN
John;Tavares;Maple Leafs;https://www.nhl.com/player/john-tavares-8475166;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475166.jpg;91;C;L;"6'1""";215;09/20/90;Mississauga, ON, CAN
Tyson;Barrie;Maple Leafs;https://www.nhl.com/player/tyson-barrie-8475197;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475197.jpg;94;D;R;"5'11""";197;07/26/91;Victoria, BC, CAN
Cody;Ceci;Maple Leafs;https://www.nhl.com/player/cody-ceci-8476879;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476879.jpg;83;D;R;"6'2""";210;12/21/93;Ottawa, ON, CAN
Travis;Dermott;Maple Leafs;https://www.nhl.com/player/travis-dermott-8478408;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478408.jpg;23;D;L;"6'0""";205;12/22/96;Newmarket, ON, CAN
Justin;Holl;Maple Leafs;https://www.nhl.com/player/justin-holl-8475718;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475718.jpg;3;D;R;"6'4""";210;01/30/92;Tonka Bay, MN, USA
Martin;Marincin;Maple Leafs;https://www.nhl.com/player/martin-marincin-8475716;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475716.jpg;52;D;L;"6'5""";217;02/18/92;Kosice, SVK
Jake;Muzzin;Maple Leafs;https://www.nhl.com/player/jake-muzzin-8474162;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474162.jpg;8;D;L;"6'3""";217;02/21/89;Woodstock, ON, CAN
Morgan;Rielly;Maple Leafs;https://www.nhl.com/player/morgan-rielly-8476853;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476853.jpg;44;D;L;"6'1""";219;03/09/94;Vancouver, BC, CAN
Calle;Rosen;Maple Leafs;https://www.nhl.com/player/calle-rosen-8480157;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480157.jpg;48;D;L;"6'1""";186;02/02/94;Vaxjo, SWE
Rasmus;Sandin;Maple Leafs;https://www.nhl.com/player/rasmus-sandin-8480873;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480873.jpg;38;D;L;"5'11""";183;03/07/00;Uppsala, SWE
Frederik;Andersen;Maple Leafs;https://www.nhl.com/player/frederik-andersen-8475883;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475883.jpg;31;G;--;"6'4""";238;10/02/89;Herning, DNK
Jack;Campbell;Maple Leafs;https://www.nhl.com/player/jack-campbell-8475789;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475789.jpg;36;G;--;"6'2""";197;01/09/92;Port Huron, MI, USA
Kasimir;Kaskisuo;Maple Leafs;https://www.nhl.com/player/kasimir-kaskisuo-8479288;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479288.jpg;50;G;--;"6'3""";203;10/02/93;Vantaa, FIN
Joseph;Woll;Maple Leafs;https://www.nhl.com/player/joseph-woll-8479361;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479361.jpg;60;G;--;"6'4""";203;07/12/98;Dardenne Prairie, MO, USA
Josh;Archibald;Oilers;https://www.nhl.com/player/josh-archibald-8476326;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476326.jpg;15;RW;R;"5'10""";176;10/06/92;Regina, SK, CAN
Andreas;Athanasiou;Oilers;https://www.nhl.com/player/andreas-athanasiou-8476960;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476960.jpg;28;LW;L;"6'2""";188;08/06/94;Woodbridge, ON, CAN
Tyler;Benson;Oilers;https://www.nhl.com/player/tyler-benson-8479347;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479347.jpg;49;LW;L;"6'0""";190;03/15/98;Edmonton, AB, CAN
Alex;Chiasson;Oilers;https://www.nhl.com/player/alex-chiasson-8475163;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475163.jpg;39;RW;R;"6'4""";208;10/01/90;Montreal, QC, CAN
Leon;Draisaitl;Oilers;https://www.nhl.com/player/leon-draisaitl-8477934;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477934.jpg;29;C;L;"6'2""";208;10/27/95;Cologne, DEU
Tyler;Ennis;Oilers;https://www.nhl.com/player/tyler-ennis-8474589;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474589.jpg;63;C;L;"5'9""";161;10/06/89;Edmonton, AB, CAN
Gaetan;Haas;Oilers;https://www.nhl.com/player/gaetan-haas-8481813;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481813.jpg;91;C;R;"6'0""";181;01/31/92;Biel-Bienne, CHE
Zack;Kassian;Oilers;https://www.nhl.com/player/zack-kassian-8475178;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475178.jpg;44;RW;R;"6'3""";211;01/24/91;Windsor, ON, CAN
Jujhar;Khaira;Oilers;https://www.nhl.com/player/jujhar-khaira-8476915;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476915.jpg;16;LW;L;"6'4""";212;08/13/94;Surrey, BC, CAN
Cooper;Marody;Oilers;https://www.nhl.com/player/cooper-marody-8478442;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478442.jpg;65;C;R;"6'0""";184;12/20/96;Brighton, MI, USA
Connor;McDavid;Oilers;https://www.nhl.com/player/connor-mcdavid-8478402;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478402.jpg;97;C;L;"6'1""";193;01/13/97;Richmond Hill, ON, CAN
Ryan;McLeod;Oilers;https://www.nhl.com/player/ryan-mcleod-8480802;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480802.jpg;70;C;L;"6'2""";207;09/21/99;Mississauga, ON, CAN
James;Neal;Oilers;https://www.nhl.com/player/james-neal-8471707;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471707.jpg;18;LW;L;"6'3""";212;09/03/87;Whitby, ON, CAN
Ryan;Nugent-Hopkins;Oilers;https://www.nhl.com/player/ryan-nugent-hopkins-8476454;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476454.jpg;93;C;L;"6'0""";184;04/12/93;Burnaby, BC, CAN
Joakim;Nygard;Oilers;https://www.nhl.com/player/joakim-nygard-8481638;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481638.jpg;10;LW;L;"6'0""";179;01/08/93;Stockholm, SWE
Patrick;Russell;Oilers;https://www.nhl.com/player/patrick-russell-8479466;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479466.jpg;52;RW;R;"6'1""";203;01/04/93;Holte, DNK
Riley;Sheahan;Oilers;https://www.nhl.com/player/riley-sheahan-8475772;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475772.jpg;23;C;L;"6'3""";214;12/07/91;St. Catharines, ON, CAN
Kailer;Yamamoto;Oilers;https://www.nhl.com/player/kailer-yamamoto-8479977;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479977.jpg;56;RW;R;"5'8""";153;09/29/98;Spokane, WA, USA
Ethan;Bear;Oilers;https://www.nhl.com/player/ethan-bear-8478451;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478451.jpg;74;D;R;"5'11""";197;06/26/97;Regina, SK, CAN
Matt;Benning;Oilers;https://www.nhl.com/player/matt-benning-8476988;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476988.jpg;83;D;R;"6'1""";203;05/25/94;Edmonton, AB, CAN
Evan;Bouchard;Oilers;https://www.nhl.com/player/evan-bouchard-8480803;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480803.jpg;75;D;R;"6'3""";194;10/20/99;Oakville, ON, CAN
Philip;Broberg;Oilers;https://www.nhl.com/player/philip-broberg-8481598;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481598.jpg;86;D;L;"6'3""";199;06/25/01;Orebro, SWE
Caleb;Jones;Oilers;https://www.nhl.com/player/caleb-jones-8478452;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478452.jpg;82;D;L;"6'1""";194;06/06/97;Arlington, TX, USA
Oscar;Klefbom;Oilers;https://www.nhl.com/player/oscar-klefbom-8476472;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476472.jpg;77;D;L;"6'3""";216;07/20/93;Karlstad, SWE
William;Lagesson;Oilers;https://www.nhl.com/player/william-lagesson-8478021;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478021.jpg;84;D;L;"6'2""";207;02/22/96;Gothenburg, SWE
Adam;Larsson;Oilers;https://www.nhl.com/player/adam-larsson-8476457;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476457.jpg;6;D;R;"6'3""";208;11/12/92;Skellefteå, SWE
Darnell;Nurse;Oilers;https://www.nhl.com/player/darnell-nurse-8477498;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477498.jpg;25;D;L;"6'4""";221;02/04/95;Hamilton, ON, CAN
Kris;Russell;Oilers;https://www.nhl.com/player/kris-russell-8471729;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471729.jpg;4;D;L;"5'10""";170;05/02/87;Caroline, AB, CAN
Mikko;Koskinen;Oilers;https://www.nhl.com/player/mikko-koskinen-8475156;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475156.jpg;19;G;--;"6'7""";202;07/18/88;Vantaa, FIN
Stuart;Skinner;Oilers;https://www.nhl.com/player/stuart-skinner-8479973;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479973.jpg;50;G;--;"6'4""";206;11/01/98;Edmonton, AB, CAN
Mike;Smith;Oilers;https://www.nhl.com/player/mike-smith-8469608;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8469608.jpg;41;G;--;"6'5""";220;03/22/82;Kingston, ON, CAN
Noel;Acciari;Panthers;https://www.nhl.com/player/noel-acciari-8478569;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478569.jpg;55;C;R;"5'10""";203;12/01/91;Johnston, RI, USA
Aleksander;Barkov;Panthers;https://www.nhl.com/player/aleksander-barkov-8477493;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477493.jpg;16;C;L;"6'3""";210;09/02/95;Tampere, FIN
Brian;Boyle;Panthers;https://www.nhl.com/player/brian-boyle-8470619;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470619.jpg;9;C;L;"6'6""";245;12/18/84;Hingham, MA, USA
Brett;Connolly;Panthers;https://www.nhl.com/player/brett-connolly-8475792;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475792.jpg;10;RW;R;"6'3""";192;05/02/92;Campbell River, BC, CAN
Evgenii;Dadonov;Panthers;https://www.nhl.com/player/evgenii-dadonov-8474149;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474149.jpg;63;RW;L;"5'11""";185;03/12/89;Chelyabinsk, RUS
Erik;Haula;Panthers;https://www.nhl.com/player/erik-haula-8475287;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475287.jpg;56;LW;L;"6'0""";193;03/23/91;Pori, FIN
Mike;Hoffman;Panthers;https://www.nhl.com/player/mike-hoffman-8474884;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474884.jpg;68;LW;L;"6'0""";182;11/24/89;Kitchener, ON, CAN
Patric;Hornqvist;Panthers;https://www.nhl.com/player/patric-hornqvist-8471887;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471887.jpg;70;RW;R;"5'11""";189;01/01/87;Sollentuna, SWE
Jonathan;Huberdeau;Panthers;https://www.nhl.com/player/jonathan-huberdeau-8476456;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476456.jpg;11;LW;L;"6'1""";202;06/04/93;Saint-Jerome, QC, CAN
Dryden;Hunt;Panthers;https://www.nhl.com/player/dryden-hunt-8478211;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478211.jpg;73;LW;L;"6'0""";193;11/24/95;Cranbrook, BC, CAN
Eetu;Luostarinen;Panthers;https://www.nhl.com/player/eetu-luostarinen-8480185;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480185.jpg;27;C;L;"6'3""";184;09/02/98;Siilinjarvi, FIN
Aleksi;Saarela;Panthers;https://www.nhl.com/player/aleksi-saarela-8478839;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478839.jpg;28;C;L;"5'10""";200;01/07/97;Helsinki, FIN
Owen;Tippett;Panthers;https://www.nhl.com/player/owen-tippett-8480015;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480015.jpg;74;RW;R;"6'1""";207;02/16/99;Peterborough, ON, CAN
Dominic;Toninato;Panthers;https://www.nhl.com/player/dominic-toninato-8476952;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476952.jpg;14;C;L;"6'2""";191;03/09/94;Duluth, MN, USA
Frank;Vatrano;Panthers;https://www.nhl.com/player/frank-vatrano-8478366;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478366.jpg;77;C;L;"5'11""";197;03/14/94;East Longmeadow, MA, USA
Lucas;Wallmark;Panthers;https://www.nhl.com/player/lucas-wallmark-8478027;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478027.jpg;71;C;L;"6'0""";178;09/05/95;Umea, SWE
Aaron;Ekblad;Panthers;https://www.nhl.com/player/aaron-ekblad-8477932;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477932.jpg;5;D;R;"6'4""";215;02/07/96;Windsor, ON, CAN
Brady;Keeper;Panthers;https://www.nhl.com/player/brady-keeper-8481442;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481442.jpg;25;D;R;"6'2""";209;06/05/96;Cross Lake, MB, CAN
Chase;Priskie;Panthers;https://www.nhl.com/player/chase-priskie-8479597;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479597.jpg;22;D;R;"6'0""";185;03/19/96;Pembroke Pines, FL, USA
Mark;Pysyk;Panthers;https://www.nhl.com/player/mark-pysyk-8475796;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475796.jpg;13;D;R;"6'1""";196;01/11/92;Sherwood Park, AB, CAN
Riley;Stillman;Panthers;https://www.nhl.com/player/riley-stillman-8479388;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479388.jpg;61;D;L;"6'1""";196;03/09/98;Peterborough, ON, CAN
Anton;Stralman;Panthers;https://www.nhl.com/player/anton-stralman-8471873;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471873.jpg;6;D;R;"5'11""";186;08/01/86;Tibro, SWE
MacKenzie;Weegar;Panthers;https://www.nhl.com/player/mackenzie-weegar-8477346;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477346.jpg;52;D;R;"6'0""";200;01/07/94;Ottawa, ON, CAN
Keith;Yandle;Panthers;https://www.nhl.com/player/keith-yandle-8471735;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471735.jpg;3;D;L;"6'1""";192;09/09/86;Boston, MA, USA
Sergei;Bobrovsky;Panthers;https://www.nhl.com/player/sergei-bobrovsky-8475683;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475683.jpg;72;G;--;"6'2""";187;09/20/88;Novokuznetsk, RUS
Philippe;Desrosiers;Panthers;https://www.nhl.com/player/philippe-desrosiers-8477475;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477475.jpg;30;G;--;"6'1""";204;08/16/95;Saint-Hyacinthe, QC, CAN
Chris;Driedger;Panthers;https://www.nhl.com/player/chris-driedger-8476904;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476904.jpg;60;G;--;"6'4""";205;05/18/94;Winnipeg, MB, CAN
